0.000025,-0.518363,-0.028363
0.00005,-0.517276,-0.027276
0.000075,-0.51394,-0.02394
0.0001,-0.519037,-0.029037
0.000125,-0.519702,-0.029702
0.00015,-0.514733,-0.024733
0.000175,-0.514761,-0.024761
0.0002,-0.519272,-0.029272
0.000225,-0.52094,-0.03094
0.00025,-0.516149,-0.026149
0.000275,-0.519045,-0.029045
0.0003,-0.519328,-0.029328
0.000325,-0.517944,-0.027944
0.00035,-0.51513,-0.02513
0.000375,-0.516656,-0.026656
0.0004,-0.521291,-0.031291
0.000425,-0.517279,-0.027279
0.00045,-0.51711,-0.02711
0.000475,-0.521307,-0.031307
0.0005,-0.523938,-0.033938
0.000525,-0.517484,-0.027484
0.00055,-0.514744,-0.024744
0.000575,-0.520524,-0.030524
0.0006,-0.522492,-0.032492
0.000625,-0.518835,-0.028835
0.00065,-0.516897,-0.026897
0.000675,-0.520847,-0.030847
0.0007,-0.521801,-0.031801
0.000725,-0.515135,-0.025135
0.00075,-0.51527,-0.02527
0.000775,-0.523131,-0.033131
0.0008,-0.522991,-0.032991
0.000825,-0.516251,-0.026251
0.00085,-0.515102,-0.025102
0.000875,-0.522382,-0.032382
0.0009,-0.522829,-0.032829
0.000925,-0.51771,-0.02771
0.00095,-0.515733,-0.025733
0.000975,-0.523991,-0.033991
0.001,-0.523003,-0.033003
0.001025,-0.517746,-0.027746
0.00105,-0.518026,-0.028026
0.001075,-0.523348,-0.033348
0.0011,-0.519427,-0.029427
0.001125,-0.520607,-0.030607
0.00115,-0.514508,-0.024508
0.001175,-0.520604,-0.030604
0.0012,-0.517362,-0.027362
0.001225,-0.520572,-0.030572
0.00125,-0.521727,-0.031727
0.001275,-0.524594,-0.034594
0.0013,-0.519887,-0.029887
0.001325,-0.519476,-0.029476
0.00135,-0.521145,-0.031145
0.001375,-0.519852,-0.029852
0.0014,-0.520528,-0.030528
0.001425,-0.520055,-0.030055
0.00145,-0.522617,-0.032617
0.001475,-0.518081,-0.028081
0.0015,-0.518084,-0.028084
0.001525,-0.521202,-0.031202
0.00155,-0.522114,-0.032114
0.001575,-0.515885,-0.025885
0.0016,-0.521393,-0.031393
0.001625,-0.521001,-0.031001
0.00165,-0.523434,-0.033434
0.001675,-0.517579,-0.027579
0.0017,-0.519572,-0.029572
0.001725,-0.524254,-0.034254
0.00175,-0.523065,-0.033065
0.001775,-0.51788,-0.02788
0.0018,-0.520105,-0.030105
0.001825,-0.521852,-0.031852
0.00185,-0.526672,-0.036672
0.001875,-0.517474,-0.027474
0.0019,-0.519533,-0.029533
0.001925,-0.52355,-0.03355
0.00195,-0.520191,-0.030191
0.001975,-0.516276,-0.026276
0.002,-0.522062,-0.032062
0.002025,-0.519856,-0.029856
0.00205,-0.518386,-0.028386
0.002075,-0.517169,-0.027169
0.0021,-0.521004,-0.031004
0.002125,-0.520304,-0.030304
0.00215,-0.519112,-0.029112
0.002175,-0.522416,-0.032416
0.0022,-0.524555,-0.034555
0.002225,-0.517971,-0.027971
0.00225,-0.517849,-0.027849
0.002275,-0.522923,-0.032923
0.0023,-0.522587,-0.032587
0.002325,-0.521828,-0.031828
0.00235,-0.515866,-0.025866
0.002375,-0.520174,-0.030174
0.0024,-0.523122,-0.033122
0.002425,-0.517805,-0.027805
0.00245,-0.515726,-0.025726
0.002475,-0.521763,-0.031763
0.0025,-0.519799,-0.029799
0.002525,-0.516922,-0.026922
0.00255,-0.516375,-0.026375
0.002575,-0.517729,-0.027729
0.0026,-0.522832,-0.032832
0.002625,-0.517778,-0.027778
0.00265,-0.516937,-0.026937
0.002675,-0.519694,-0.029694
0.0027,-0.522556,-0.032556
0.002725,-0.517511,-0.027511
0.00275,-0.515792,-0.025792
0.002775,-0.51753,-0.02753
0.0028,-0.519789,-0.029789
0.002825,-0.517287,-0.027287
0.00285,-0.511933,-0.021933
0.002875,-0.520667,-0.030667
0.0029,-0.515598,-0.025598
0.002925,-0.516359,-0.026359
0.00295,-0.513946,-0.023946
0.002975,-0.520788,-0.030788
0.003,-0.519346,-0.029346
0.003025,-0.515675,-0.025675
0.00305,-0.517748,-0.027748
0.003075,-0.517198,-0.027198
0.0031,-0.517466,-0.027466
0.003125,-0.515165,-0.025165
0.00315,-0.517619,-0.027619
0.003175,-0.514808,-0.024808
0.0032,-0.516136,-0.026136
0.003225,-0.517102,-0.027102
0.00325,-0.516675,-0.026675
0.003275,-0.514468,-0.024468
0.0033,-0.513609,-0.023609
0.003325,-0.515604,-0.025604
0.00335,-0.516683,-0.026683
0.003375,-0.515036,-0.025036
0.0034,-0.517701,-0.027701
0.003425,-0.517312,-0.027312
0.00345,-0.520303,-0.030303
0.003475,-0.512532,-0.022532
0.0035,-0.513521,-0.023521
0.003525,-0.517199,-0.027199
0.00355,-0.518165,-0.028165
0.003575,-0.514397,-0.024397
0.0036,-0.516196,-0.026196
0.003625,-0.51953,-0.02953
0.00365,-0.517701,-0.027701
0.003675,-0.513876,-0.023876
0.0037,-0.518553,-0.028553
0.003725,-0.515037,-0.025037
0.00375,-0.514922,-0.024922
0.003775,-0.513467,-0.023467
0.0038,-0.5156,-0.0256
0.003825,-0.51675,-0.02675
0.00385,-0.514109,-0.024109
0.003875,-0.515799,-0.025799
0.0039,-0.516252,-0.026252
0.003925,-0.51434,-0.02434
0.00395,-0.513179,-0.023179
0.003975,-0.512977,-0.022977
0.004,-0.518316,-0.028316
0.004025,-0.51462,-0.02462
0.00405,-0.511428,-0.021428
0.004075,-0.517458,-0.027458
0.0041,-0.517371,-0.027371
0.004125,-0.511372,-0.021372
0.00415,-0.512207,-0.022207
0.004175,-0.513421,-0.023421
0.0042,-0.515142,-0.025142
0.004225,-0.51466,-0.02466
0.00425,-0.512935,-0.022935
0.004275,-0.518419,-0.028419
0.0043,-0.51362,-0.02362
0.004325,-0.512459,-0.022459
0.00435,-0.513764,-0.023764
0.004375,-0.51442,-0.02442
0.0044,-0.513068,-0.023068
0.004425,-0.513621,-0.023621
0.00445,-0.511703,-0.021703
0.004475,-0.515576,-0.025576
0.0045,-0.51504,-0.02504
0.004525,-0.515622,-0.025622
0.00455,-0.510262,-0.020262
0.004575,-0.511935,-0.021935
