0.000025,-1.243793,-0.013793
0.00005,-1.242721,-0.012721
0.000075,-1.246018,-0.016018
0.0001,-1.251627,-0.021627
0.000125,-1.245824,-0.015824
0.00015,-1.246548,-0.016548
0.000175,-1.249634,-0.019634
0.0002,-1.239763,-0.009763
0.000225,-1.247468,-0.017468
0.00025,-1.243167,-0.013167
0.000275,-1.242205,-0.012205
0.0003,-1.233783,-0.003783
0.000325,-1.241546,-0.011546
0.00035,-1.24853,-0.01853
0.000375,-1.251852,-0.021852
0.0004,-1.253105,-0.023105
0.000425,-1.22547,0.00453
0.00045,-1.251967,-0.021967
0.000475,-1.24823,-0.01823
0.0005,-1.249183,-0.019183
0.000525,-1.236851,-0.006851
0.00055,-1.243839,-0.013839
0.000575,-1.251995,-0.021995
0.0006,-1.240502,-0.010502
0.000625,-1.242607,-0.012607
0.00065,-1.256191,-0.026191
0.000675,-1.240513,-0.010513
0.0007,-1.242474,-0.012474
0.000725,-1.247982,-0.017982
0.00075,-1.23962,-0.00962
0.000775,-1.24627,-0.01627
0.0008,-1.250319,-0.020319
0.000825,-1.243596,-0.013596
0.00085,-1.248955,-0.018955
0.000875,-1.252628,-0.022628
0.0009,-1.246481,-0.016481
0.000925,-1.242317,-0.012317
0.00095,-1.234342,-0.004342
0.000975,-1.236994,-0.006994
0.001,-1.23782,-0.00782
0.001025,-1.233672,-0.003672
0.00105,-1.235197,-0.005197
0.001075,-1.241216,-0.011216
0.0011,-1.254435,-0.024435
0.001125,-1.24424,-0.01424
0.00115,-1.243466,-0.013466
0.001175,-1.254451,-0.024451
0.0012,-1.232785,-0.002785
0.001225,-1.247942,-0.017942
0.00125,-1.244493,-0.014493
0.001275,-1.242745,-0.012745
0.0013,-1.246816,-0.016816
0.001325,-1.241748,-0.011748
0.00135,-1.237027,-0.007027
0.001375,-1.244962,-0.014962
0.0014,-1.234732,-0.004732
0.001425,-1.2447,-0.0147
0.00145,-1.238108,-0.008108
0.001475,-1.237285,-0.007285
0.0015,-1.251191,-0.021191
0.001525,-1.24559,-0.01559
